1,9
2,1
3,9
4,4
5,8
6,1
7,8
8,9
9,6
10,1
11,1
12,9
13,0
14,1
15,4
16,0
17,1
18,1
19,5
20,4
21,1
22,9
23,1
24,4
25,9
26,8
27,9
28,4
29,1
30,5
31,9
32,8
33,7
34,4
35,9
36,1
37,9
38,1
39,9
40,5
41,9
42,9
43,6
44,0
45,9
46,8
47,9
48,5
49,2
50,5
51,8
52,9
53,9
54,1
55,0
56,1
57,1
58,9
59,4
60,5
61,2
62,9
63,8
64,1
65,9
66,3
67,5
68,7
69,1
70,1
71,9
72,1
73,4
74,4
75,1
76,5
77,3
78,9
79,4
80,9
81,2
82,5
83,0
84,1
85,9
86,9
87,1
88,3
89,5
90,4
91,8
92,9
93,9
94,1
95,9
96,5
97,5
98,1
99,9
100,0
101,9
102,0
103,5
104,9
105,9
106,1
107,3
108,2
109,4
110,0
111,9
112,2
113,1
114,1
115,8
116,6
117,9
118,4
119,2
120,1
121,4
122,2
123,1
124,8
125,0
126,5
127,9
128,5
129,5
130,9
131,1
132,0
133,8
134,2
135,1
136,1
137,3
138,9
139,1
140,1
141,6
142,9
143,8
144,9
145,4
146,4
147,1
148,2
149,9
150,9
151,2
152,7
153,5
154,1
155,9
156,4
157,1
158,7
159,4
160,0
161,8
162,9
163,8
164,8
165,1
166,9
167,9
168,9
169,4
170,7
171,9
172,0
173,9
174,9
175,4
176,8
177,1
178,3
179,9
180,5
181,0
182,0
183,1
184,9
185,9
186,5
187,4
188,9
189,8
190,4
191,5
192,1
193,6
194,1
195,9
196,1
197,9
198,2
199,4
200,9
201,1
202,5
203,5
204,4
205,7
206,0
207,9
208,5
209,1
210,5
211,2
212,9
213,7
214,1
215,0
216,4
217,9
218,6
219,3
220,9
221,5
222,7
223,5
224,9
225,0
226,9
227,4
228,4
229,1
230,1
231,0
232,4
233,1
234,1
235,1
236,9
237,9
238,5
239,9
240,9
241,1
242,4
243,9
244,1
245,6
246,1
247,1
248,0
249,4
250,9
251,0
252,1
253,9
254,9
255,1
256,5
257,4
258,0
259,3
260,5
261,0
262,4
263,3
264,9
265,1
266,5
267,1
268,5
269,0
270,8
271,9
272,5
273,1
274,1
275,1
276,5
277,4
278,9
279,0
280,6
281,1
282,9
283,8
284,8
285,1
286,0
287,7
288,8
289,8
290,1
291,9
292,1
293,9
294,4
295,0
296,0
297,4
298,4
299,8
300,1
301,1
302,0
303,8
304,0
305,8
306,7
307,1
308,0
309,8
310,9
311,9
312,9
313,5
314,4
315,1
316,9
317,9
318,4
319,7
320,6
321,4
322,9
323,5
324,1
325,9
326,5
327,1
328,1
329,1
330,5
331,1
332,3
333,1
334,9
335,5
336,5
337,2
338,8
339,4
340,4
341,5
342,9
343,1
344,9
345,0
346,5
347,9
348,8
349,1
350,1
351,1
352,8
353,9
354,1
355,4
356,8
357,9
358,0
359,4
360,1
361,9
362,2
363,8
364,7
365,9
366,1
367,3
368,1
369,2
370,9
371,9
372,9
373,1
374,4
375,9
376,9
377,1
378,5
379,9
380,9
381,4
382,1
383,9
384,1
385,3
386,4
387,7
388,9
389,0
390,4
391,9
392,9
393,5
394,0
395,9
396,9
397,9
398,1
399,1
400,4
401,4
402,1
403,6
404,9
405,9
406,9
407,4
408,9
409,9
410,9
411,9
412,0
413,1
414,1
415,5
416,1
417,0
418,6
419,2
420,9
421,8
422,9
423,9
424,8
425,9
426,4
427,8
428,0
429,9
430,8
431,1
432,1
433,1
434,9
435,4
436,9
437,5
438,4
439,9
440,5
441,8
442,9
443,9
444,1
445,5
446,9
447,1
448,8
449,1
450,5
451,9
452,4
453,9
454,1
455,4
456,4
457,1
458,6
459,9
460,5
461,4
462,0
